id_prod;nome_produto;id_conc;cidade_produto;cep_produto;endereco_produto;estado_produto;data_produto;tipo_oferta;grande_area;sub_area;pubico_alvo;faixa_peco;duração;maturidade;100% Online
4627;Introdução ao Benchmarking;135;Rua do Oratório, 2665;03195-235;São Paulo;SP;07/12/2021;1;3;3.5;2;Sob Consulta;Não Definido;2;Sim
4628;Introdução ao Canvas;135;Rua do Oratório, 2666;03195-236;São Paulo;SP;07/12/2021;1;3;3.5;2;Sob Consulta;Não Definido;2;Sim
4629;Introdução ao Cargo de Auxiliar de Escritório;135;Rua do Oratório, 2468;03195-038;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;2;Sim
4630;Introdução ao Cargo de Back Office;135;Rua do Oratório, 2469;03195-039;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;2;Sim
4631;Introdução ao Cargo de Operador Econômico Autorizado;135;Rua do Oratório, 2611;03195-181;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;2;Sim
4632;Introdução ao Cargo de Telefonista e Recepcionista;135;Rua do Oratório, 2667;03195-237;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;2;Sim
4633;Introdução ao Conceito de Gestão Tributária;135;Rua do Oratório, 2554;03195-124;São Paulo;SP;07/12/2021;1;6;6.2;2;Sob Consulta;Não Definido;2;Sim
4634;Introdução ao Departamento Pessoal;135;Rua do Oratório, 2712;03195-282;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;2;Sim
4635;Introdução ao Design de Serviço: A Experiência do Cliente;135;Rua do Oratório, 2668;03195-238;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;2;Sim
4636;Introdução ao E-commerce;135;Rua do Oratório, 2669;03195-239;São Paulo;SP;07/12/2021;1;2;2.4;1;Sob Consulta;Não Definido;2;Sim
4637;Introdução ao Empreendedorismo;135;Rua do Oratório, 2555;03195-125;São Paulo;SP;07/12/2021;1;3;3.4;1;Sob Consulta;Não Definido;2;Sim
4638;Introdução ao Empreendedorismo no Mundo Mobile;135;Rua do Oratório, 2556;03195-126;São Paulo;SP;07/12/2021;1;3;3.4;1;Sob Consulta;Não Definido;2;Sim
4639;Introdução ao eSocial;135;Rua do Oratório, 2713;03195-283;São Paulo;SP;07/12/2021;1;3;3.3;2;Sob Consulta;Não Definido;2;Sim
4640;Introdução ao eSocial para Empregada Doméstica;135;Rua do Oratório, 2714;03195-284;São Paulo;SP;07/12/2021;1;3;3.3;1;Sob Consulta;Não Definido;2;Sim
4641;Introdução ao Estudo da Ética Empresarial;135;Rua do Oratório, 2557;03195-127;São Paulo;SP;07/12/2021;1;3;3.2;1;Sob Consulta;Não Definido;2;Sim
4642;Introdução ao Faturamento;135;Rua do Oratório, 2599;03195-169;São Paulo;SP;07/12/2021;1;1;1.1;2;Sob Consulta;Não Definido;2;Sim
4643;Introdução ao Feedback;135;Rua do Oratório, 2715;03195-285;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;2;Sim
4644;Introdução ao Fluxo de Caixa na Prática;135;Rua do Oratório, 2600;03195-170;São Paulo;SP;07/12/2021;1;1;1.1;2;Sob Consulta;Não Definido;2;Sim
4645;Introdução ao Gerenciamento da Mudança;135;Rua do Oratório, 2716;03195-286;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;2;Sim
4646;Introdução ao Gerenciamento de Facilities;135;Rua do Oratório, 2717;03195-287;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;2;Sim
4647;Introdução ao Gerenciamento de Projetos;135;Rua do Oratório, 2558;03195-128;São Paulo;SP;07/12/2021;1;4;4.4;2;Sob Consulta;Não Definido;2;Sim
4648;Introdução ao Imposto de Renda;135;Rua do Oratório, 2601;03195-171;São Paulo;SP;07/12/2021;1;1;1.1;1;Sob Consulta;Não Definido;2;Sim
4649;Introdução ao Instagram para Vendas;135;Rua do Oratório, 2671;03195-241;São Paulo;SP;07/12/2021;1;2;2.4;1;Sob Consulta;Não Definido;2;Sim
4650;Introdução ao Marketing de Conteúdo;135;Rua do Oratório, 2672;03195-242;São Paulo;SP;07/12/2021;1;2;2.7;2;Sob Consulta;Não Definido;2;Sim
4651;Introdução ao Marketing e Trade Marketing;135;Rua do Oratório, 2673;03195-243;São Paulo;SP;07/12/2021;1;2;2.7;2;Sob Consulta;Não Definido;2;Sim
4652;Introdução ao Marketing Internacional;135;Rua do Oratório, 2674;03195-244;São Paulo;SP;07/12/2021;1;2;2.7;2;Sob Consulta;Não Definido;2;Sim
4653;Introdução ao Marketing na Gestão Empresarial;135;Rua do Oratório, 2559;03195-129;São Paulo;SP;07/12/2021;1;2;2.7;2;Sob Consulta;Não Definido;2;Sim
4654;Introdução ao Marketing para Varejo;135;Rua do Oratório, 2675;03195-245;São Paulo;SP;07/12/2021;1;2;2.7;2;Sob Consulta;Não Definido;2;Sim
4655;Introdução ao Mercado Financeiro;135;Rua do Oratório, 2602;03195-172;São Paulo;SP;07/12/2021;1;1;1.1;1;Sob Consulta;Não Definido;2;Sim
4656;Introdução ao NR-06;135;Rua do Oratório, 2470;03195-040;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;2;Sim
4657;Introdução ao NR5;135;Rua do Oratório, 2471;03195-041;São Paulo;SP;07/12/2021;1;3;3.4;2;Sob Consulta;Não Definido;2;Sim
4658;Introdução ao Pitch;135;Rua do Oratório, 2676;03195-246;São Paulo;SP;07/12/2021;1;3;3.2;1;Sob Consulta;Não Definido;2;Sim
4659;Introdução ao Planejamento e Controle de Produção;135;Rua do Oratório, 2560;03195-130;São Paulo;SP;07/12/2021;1;4;4.4;2;Sob Consulta;Não Definido;2;Sim
4660;Introdução ao Planejamento e Gestão de Carreira;135;Rua do Oratório, 2561;03195-131;São Paulo;SP;07/12/2021;1;3;3.3;2;Sob Consulta;Não Definido;2;Sim
4661;Introdução ao Planejamento Estratégico;135;Rua do Oratório, 2472;03195-042;São Paulo;SP;07/12/2021;1;1;1.1;2;Sob Consulta;Não Definido;2;Sim
4662;Introdução ao Programa 5S;135;Rua do Oratório, 2562;03195-132;São Paulo;SP;07/12/2021;1;3;3.5;2;Sob Consulta;Não Definido;2;Sim
4663;Introdução ao Recrutamento e Seleção;135;Rua do Oratório, 2718;03195-288;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;2;Sim
4664;Introdução ao RH Estratégico;135;Rua do Oratório, 2719;03195-289;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;2;Sim
4665;Introdução ao Secretariado Executivo;135;Rua do Oratório, 2473;03195-043;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;2;Sim
4666;Introdução às Estratégias de Negociação;135;Rua do Oratório, 2677;03195-247;São Paulo;SP;07/12/2021;1;2;2.4;1;Sob Consulta;Não Definido;2;Sim
4667;Introdução às Finanças Públicas;135;Rua do Oratório, 2511;03195-081;São Paulo;SP;07/12/2021;1;1;1.1;2;Sob Consulta;Não Definido;1;Sim
4668;Introdução às Relações Interpessoais no Trabalho;135;Rua do Oratório, 2720;03195-290;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;2;Sim
4669;Introdução Atendimento e Vendas no Varejo;135;Rua do Oratório, 2745;03195-315;São Paulo;SP;07/12/2021;1;2;2.4;3;Sob Consulta;Não Definido;2;Sim
4670;Investimento;135;Rua do Oratório, 2512;03195-082;São Paulo;SP;07/12/2021;1;1;1.1;1;Sob Consulta;Não Definido;2;Sim
4671;ISO 14001;135;Rua do Oratório, 2474;03195-044;São Paulo;SP;07/12/2021;1;6;6.2;2;Sob Consulta;Não Definido;4;Sim
4672;Liderança;135;Rua do Oratório, 2563;03195-133;São Paulo;SP;07/12/2021;1;3;3.4;1;Sob Consulta;Não Definido;2;Sim
4673;Liderança Inspiradora;135;Rua do Oratório, 2565;03195-135;São Paulo;SP;07/12/2021;1;3;3.4;1;Sob Consulta;Não Definido;2;Sim
4674;Logistica Empresarial;135;Rua do Oratório, 2475;03195-045;São Paulo;SP;07/12/2021;1;4;4.6;2;Sob Consulta;Não Definido;3;Sim
4675;Logística Empresarial;135;Rua do Oratório, 2612;03195-182;São Paulo;SP;07/12/2021;1;4;4.3;2;Sob Consulta;Não Definido;3;Sim
4676;Marketing de Conteúdo;135;Rua do Oratório, 2679;03195-249;São Paulo;SP;07/12/2021;1;2;2.7;2;Sob Consulta;Não Definido;3;Sim
4677;Marketing Diferencial Competitivo;135;Rua do Oratório, 2680;03195-250;São Paulo;SP;07/12/2021;1;2;2.7;2;Sob Consulta;Não Definido;2;Sim
4678;Marketing Diferencial Competitivo: Conceito de Preço;135;Rua do Oratório, 2681;03195-251;São Paulo;SP;07/12/2021;1;2;2.7;2;Sob Consulta;Não Definido;2;Sim
4679;Marketing digital;135;Rua do Oratório, 2682;03195-252;São Paulo;SP;07/12/2021;1;2;2.7;2;Sob Consulta;Não Definido;2;Sim
4680;Marketing Digital: Criando um Anúncio no Facebook;135;Rua do Oratório, 2683;03195-253;São Paulo;SP;07/12/2021;1;2;2.7;2;Sob Consulta;Não Definido;2;Sim
4681;Marketing e o Mundo Globalizado;135;Rua do Oratório, 2684;03195-254;São Paulo;SP;07/12/2021;1;2;2.7;2;Sob Consulta;Não Definido;2;Sim
4682;Marketing Estratégico;135;Rua do Oratório, 2685;03195-255;São Paulo;SP;07/12/2021;1;2;2.7;2;Sob Consulta;Não Definido;2;Sim
4683;Marketing Internacional;135;Rua do Oratório, 2686;03195-256;São Paulo;SP;07/12/2021;1;2;2.7;2;Sob Consulta;Não Definido;2;Sim
4684;Marketing Multinível;135;Rua do Oratório, 2746;03195-316;São Paulo;SP;07/12/2021;1;2;2.7;2;Sob Consulta;Não Definido;2;Sim
4685;Marketing na Gestão Empresarial;135;Rua do Oratório, 2566;03195-136;São Paulo;SP;07/12/2021;1;2;2.7;2;Sob Consulta;Não Definido;2;Sim
4686;Marketing para Varejo;135;Rua do Oratório, 2687;03195-257;São Paulo;SP;07/12/2021;1;2;2.7;2;Sob Consulta;Não Definido;2;Sim
4687;Marketing Pessoal;135;Rua do Oratório, 2688;03195-258;São Paulo;SP;07/12/2021;1;2;2.7;2;Sob Consulta;Não Definido;2;Sim
4688;Matemática Financeira - antigo;135;Rua do Oratório, 2513;03195-083;São Paulo;SP;07/12/2021;1;1;1.1;2;Sob Consulta;Não Definido;1;Sim
4689;Matemática Financeira com Excel;135;Rua do Oratório, 2514;03195-084;São Paulo;SP;07/12/2021;1;1;1.1;2;Sob Consulta;Não Definido;1;Sim
4690;Matemática Financeira com HP 12C : Juros Simples e Compostos;135;Rua do Oratório, 2515;03195-085;São Paulo;SP;07/12/2021;1;1;1.1;2;Sob Consulta;Não Definido;1;Sim
4691;Matemática Financeira com HP 12C na Prática;135;Rua do Oratório, 2516;03195-086;São Paulo;SP;07/12/2021;1;1;1.1;2;Sob Consulta;Não Definido;1;Sim
4692;Mercado Financeiro;135;Rua do Oratório, 2603;03195-173;São Paulo;SP;07/12/2021;1;1;1.1;1;Sob Consulta;Não Definido;2;Sim
4693;Mercado Financeiro: Capitalizações;135;Rua do Oratório, 2604;03195-174;São Paulo;SP;07/12/2021;1;1;1.1;1;Sob Consulta;Não Definido;3;Sim
4694;Merchandising na Prática;135;Rua do Oratório, 2689;03195-259;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;2;Sim
4695;Métodos Ágeis;135;Rua do Oratório, 2567;03195-137;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;3;Sim
4696;Mindset Digital;135;Rua do Oratório, 2623;03195-193;São Paulo;SP;07/12/2021;1;1;1.1;1;Sob Consulta;Não Definido;3;Sim
4697;Moda e-Commerce;135;Rua do Oratório, 2747;03195-317;São Paulo;SP;07/12/2021;1;2;2.4;2;Sob Consulta;Não Definido;2;Sim
4698;Motivação e Produtividade;135;Rua do Oratório, 2568;03195-138;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;3;Sim
4699;Neuromarketing;135;Rua do Oratório, 2690;03195-260;São Paulo;SP;07/12/2021;1;2;2.7;2;Sob Consulta;Não Definido;2;Sim
4700;Novas Competências para Atendimento;135;Rua do Oratório, 2748;03195-318;São Paulo;SP;07/12/2021;1;2;2.4;3;Sob Consulta;Não Definido;2;Sim
4701;NR10: Segurança em Instalações e Serviços em Eletricidade;135;Rua do Oratório, 2476;03195-046;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;4;Sim
4702;NR15;135;Rua do Oratório, 2477;03195-047;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;4;Sim
4703;NR17: Ergonomia;135;Rua do Oratório, 2478;03195-048;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;4;Sim
4704;NR20;135;Rua do Oratório, 2479;03195-049;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;4;Sim
4705;NR32: Segurança e Saúde no Trabalho em Serviços de Saúde;135;Rua do Oratório, 2480;03195-050;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;4;Sim
4706;NR33: Segurança e Saúde nos Trabalhos em Espaços Confinados;135;Rua do Oratório, 2481;03195-051;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;4;Sim
4707;NR35: Trabalho em Altura;135;Rua do Oratório, 2482;03195-052;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;4;Sim
4708;NR4: SESMT;135;Rua do Oratório, 2483;03195-053;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;4;Sim
4709;NR5: CIPA;135;Rua do Oratório, 2484;03195-054;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;4;Sim
4710;NR6;135;Rua do Oratório, 2485;03195-055;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;4;Sim
4711;NR7: PCMSO;135;Rua do Oratório, 2486;03195-056;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;4;Sim
4712;Operador Econômico Autorizado;135;Rua do Oratório, 2613;03195-183;São Paulo;SP;07/12/2021;1;4;4.1;3;Sob Consulta;Não Definido;2;Sim
4713;Otimização de Conversão (CRO);135;Rua do Oratório, 2691;03195-261;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;3;Sim
4714;Pesquisa de Clima Organizacional na Prática;135;Rua do Oratório, 2721;03195-291;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;1;Sim
4715;Pesquisa de Mercado e Analise;135;Rua do Oratório, 2692;03195-262;São Paulo;SP;07/12/2021;1;5;5.2;1;Sob Consulta;Não Definido;1;Sim
4716;Pilares e Fases do Design Thinking;135;Rua do Oratório, 2569;03195-139;São Paulo;SP;07/12/2021;1;3;3.4;2;Sob Consulta;Não Definido;3;Sim
4717;Planejamento e Controle de Produção;135;Rua do Oratório, 2570;03195-140;São Paulo;SP;07/12/2021;1;4;4.4;2;Sob Consulta;Não Definido;3;Sim
4718;Planejamento e Gestão de Carreira;135;Rua do Oratório, 2571;03195-141;São Paulo;SP;07/12/2021;1;3;3.1;2;Sob Consulta;Não Definido;3;Sim
4719;Planejamento e Gestão de Vendas;135;Rua do Oratório, 2749;03195-319;São Paulo;SP;07/12/2021;1;2;2.4;2;Sob Consulta;Não Definido;2;Sim
4720;Planejamento Estratégico;135;Rua do Oratório, 2572;03195-142;São Paulo;SP;07/12/2021;1;3;3.4;1;Sob Consulta;Não Definido;3;Sim
4721;Planejamento Estratégico na Prática;135;Rua do Oratório, 2487;03195-057;São Paulo;SP;07/12/2021;1;3;3.4;1;Sob Consulta;Não Definido;3;Sim
4722;Plano de Cargos e Salários;135;Rua do Oratório, 2573;03195-143;São Paulo;SP;07/12/2021;1;1;1.1;2;Sob Consulta;Não Definido;2;Sim
4723;Plano de Negócios;135;Rua do Oratório, 2488;03195-058;São Paulo;SP;07/12/2021;1;5;5.2;1;Sob Consulta;Não Definido;1;Sim
4724;PNL - Programação Neurolinguística;135;Rua do Oratório, 2624;03195-194;São Paulo;SP;07/12/2021;1;1;1.1;1;Sob Consulta;Não Definido;3;Sim
4725;Power BI;135;Rua do Oratório, 2693;03195-263;São Paulo;SP;07/12/2021;1;5;5.1;1;Sob Consulta;Não Definido;4;Sim
4726;Práticas de Sustentabilidade;135;Rua do Oratório, 2489;03195-059;São Paulo;SP;07/12/2021;1;3;3.2;1;Sob Consulta;Não Definido;4;Sim
4727;Prevenção a Fraudes;135;Rua do Oratório, 2517;03195-087;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;3;Sim
4728;Prevenção a Fraudes com CNH;135;Rua do Oratório, 2518;03195-088;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;3;Sim
4729;Prevenção a Fraudes com RG;135;Rua do Oratório, 2519;03195-089;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;3;Sim
4730;Primeiro Emprego: Como se Apresentar Sem Experiências;135;Rua do Oratório, 2722;03195-292;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;1;Sim
4731;Processos Organizacionais;135;Rua do Oratório, 2490;03195-060;São Paulo;SP;07/12/2021;1;4;4.1;1;Sob Consulta;Não Definido;3;Sim
4732;Produtividade;135;Rua do Oratório, 2625;03195-195;São Paulo;SP;07/12/2021;1;4;4.4;2;Sob Consulta;Não Definido;3;Sim
4733;Produtividade: Aprendendo a Administrar o Tempo;135;Rua do Oratório, 2491;03195-061;São Paulo;SP;07/12/2021;1;4;4.4;2;Sob Consulta;Não Definido;3;Sim
4734;Prospecção de Clientes;135;Rua do Oratório, 2750;03195-320;São Paulo;SP;07/12/2021;1;2;2.4;3;Sob Consulta;Não Definido;2;Sim
4735;Prospecção de Clientes: Entendendo o Cliente Digital;135;Rua do Oratório, 2694;03195-264;São Paulo;SP;07/12/2021;1;2;2.4;2;Sob Consulta;Não Definido;2;Sim
4736;Publicidade;135;Rua do Oratório, 2695;03195-265;São Paulo;SP;07/12/2021;1;3;3.5;2;Sob Consulta;Não Definido;2;Sim
4737;Recolocação Profissional;135;Rua do Oratório, 2723;03195-293;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;1;Sim
4738;Recolocação Profissional: Pré-Entrevista e Entrevista;135;Rua do Oratório, 2724;03195-294;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;1;Sim
4739;Recrutamento e Seleção;135;Rua do Oratório, 2725;03195-295;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;1;Sim
4740;Redação Empresarial;135;Rua do Oratório, 2696;03195-266;São Paulo;SP;07/12/2021;1;3;3.2;1;Sob Consulta;Não Definido;3;Sim
4741;Redação Empresarial: Concisão;135;Rua do Oratório, 2698;03195-268;São Paulo;SP;07/12/2021;1;3;3.2;1;Sob Consulta;Não Definido;3;Sim
4742;Relações Interpessoais no Trabalho na Prática;135;Rua do Oratório, 2626;03195-196;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;3;Sim
4743;RH Ágil;135;Rua do Oratório, 2727;03195-297;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;2;Sim
4744;RH Estratégico;135;Rua do Oratório, 2728;03195-298;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;2;Sim
4745;Satisfação de Clientes;135;Rua do Oratório, 2751;03195-321;São Paulo;SP;07/12/2021;1;2;2.4;3;Sob Consulta;Não Definido;2;Sim
4746;Secretariado Executivo na Prática;135;Rua do Oratório, 2492;03195-062;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;2;Sim
4747;Segurança do Trabalho na Prática;135;Rua do Oratório, 2493;03195-063;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;2;Sim
4748;SEO;135;Rua do Oratório, 2699;03195-269;São Paulo;SP;07/12/2021;1;3;3.4;1;Sob Consulta;Não Definido;3;Sim
4749;Social Selling;135;Rua do Oratório, 2752;03195-322;São Paulo;SP;07/12/2021;1;2;2.4;2;Sob Consulta;Não Definido;2;Sim
4750;Técnicas de Memorização e Aprendizagem;135;Rua do Oratório, 2627;03195-197;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;1;Sim
4751;Técnicas de Negociação;135;Rua do Oratório, 2700;03195-270;São Paulo;SP;07/12/2021;1;2;2.4;1;Sob Consulta;Não Definido;3;Sim
4752;Técnicas de Persuasão;135;Rua do Oratório, 2753;03195-323;São Paulo;SP;07/12/2021;1;2;2.4;3;Sob Consulta;Não Definido;2;Sim
4753;Técnicas de Vendas;135;Rua do Oratório, 2701;03195-271;São Paulo;SP;07/12/2021;1;2;2.4;2;Sob Consulta;Não Definido;2;Sim
4754;Técnicas de Vendas;135;Rua do Oratório, 2754;03195-324;São Paulo;SP;07/12/2021;1;2;2.4;3;Sob Consulta;Não Definido;2;Sim
4755;Técnicas de Vendas: Comunicação;135;Rua do Oratório, 2755;03195-325;São Paulo;SP;07/12/2021;1;2;2.4;3;Sob Consulta;Não Definido;2;Sim
4756;Telefonista e Recepcionista;135;Rua do Oratório, 2702;03195-272;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;2;Sim
4757;Telemarketing;135;Rua do Oratório, 2756;03195-326;São Paulo;SP;07/12/2021;1;2;2.4;3;Sob Consulta;Não Definido;2;Sim
4758;Teoria da Gestão de Conflitos;135;Rua do Oratório, 2576;03195-146;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;2;Sim
4759;Teste de Seleção e Seus Tipos;135;Rua do Oratório, 2729;03195-299;São Paulo;SP;07/12/2021;1;3;3.2;3;Sob Consulta;Não Definido;2;Sim
4760;Tipos de Avaliação de Desempenho: Conceito de Avaliação;135;Rua do Oratório, 2730;03195-300;São Paulo;SP;07/12/2021;1;3;3.2;2;Sob Consulta;Não Definido;2;Sim
4761;Trabalhando as Objeções em Vendas;135;Rua do Oratório, 2757;03195-327;São Paulo;SP;07/12/2021;1;2;2.4;3;Sob Consulta;Não Definido;2;Sim
4762;Trade Marketing;135;Rua do Oratório, 2703;03195-273;São Paulo;SP;07/12/2021;1;2;2.7;2;Sob Consulta;Não Definido;2;Sim
4763;Transformação Digital;135;Rua do Oratório, 2577;03195-147;São Paulo;SP;07/12/2021;1;3;3.2;1;Sob Consulta;Não Definido;3;Sim
4764;Tudo Sobre Franquias;135;Rua do Oratório, 2704;03195-274;São Paulo;SP;07/12/2021;1;5;5.3;1;Sob Consulta;Não Definido;4;Sim
4765;UX: User Experience;135;Rua do Oratório, 2705;03195-275;São Paulo;SP;07/12/2021;1;3;3.2;1;Sob Consulta;Não Definido;3;Sim
4766;Vendas B2B;135;Rua do Oratório, 2758;03195-328;São Paulo;SP;07/12/2021;1;2;2.4;2;Sob Consulta;Não Definido;2;Sim
4767;Vendas de Alta Performance;135;Rua do Oratório, 2759;03195-329;São Paulo;SP;07/12/2021;1;2;2.4;3;Sob Consulta;Não Definido;2;Sim
4768;Vida Financeira: Como Comprar;135;Rua do Oratório, 2520;03195-090;São Paulo;SP;07/12/2021;1;1;1.1;2;Sob Consulta;Não Definido;2;Sim
4769;Vida Financeira: Endividamento;135;Rua do Oratório, 2521;03195-091;São Paulo;SP;07/12/2021;1;1;1.1;1;Sob Consulta;Não Definido;2;Sim
4770;Consultoria Empresarial Básico;136;Rua do Oratório, 2760;03195-330;São Paulo;SP;07/12/2021;1;2;2.4;2;Gratuito;20;2;Sim
4771;Gestão de Estoque;136;Rua do Oratório, 2761;03195-331;São Paulo;SP;07/12/2021;1;4;4.3;2;Gratuito;40;2;Sim
4772;Gestão de Compras;136;Rua do Oratório, 2762;03195-332;São Paulo;SP;07/12/2021;1;2;2.2;2;Gratuito;30;2;Sim
4773;eSocial para Empresas;136;Rua do Oratório, 2763;03195-333;São Paulo;SP;07/12/2021;1;3;3.3;2;Gratuito;15;2;Sim
4774;Plano de Negócios;136;Rua do Oratório, 2764;03195-334;São Paulo;SP;07/12/2021;1;5;5.2;1;Gratuito;25;2;Sim
4775;Gestão da Produção;136;Rua do Oratório, 2766;03195-336;São Paulo;SP;07/12/2021;1;4;4.4;2;Gratuito;30;2;Sim
4776;Como criar uma Startup;136;Rua do Oratório, 2767;03195-337;São Paulo;SP;07/12/2021;1;5;5.2;1;Gratuito;25;2;Sim
4777;Sistema Kanban;136;Rua do Oratório, 2768;03195-338;São Paulo;SP;07/12/2021;1;3;3.2;2;Gratuito;25;2;Sim
4778;Curso de Assistente de PCP II (Planejamento e Controle da Produção);136;Rua do Oratório, 2769;03195-339;São Paulo;SP;07/12/2021;1;4;4.4;2;Gratuito;30;3;Sim
4779;Curso de Assistente de PCP I (Planejamento e Controle da Produção);136;Rua do Oratório, 2770;03195-340;São Paulo;SP;07/12/2021;1;4;4.4;2;Gratuito;30;3;Sim
4780;Administração de Empresas;136;Rua do Oratório, 2771;03195-341;São Paulo;SP;07/12/2021;1;3;3.2;1;Gratuito;35;2;Sim
4781;Curso de Introdução à Norma ISO 9001:2015 (Gestão de Riscos);136;Rua do Oratório, 2772;03195-342;São Paulo;SP;07/12/2021;1;6;6.2;2;Gratuito;15;3;Sim
4782;Curso de Introdução ao PCP (Planejamento e Controle da Produção);136;Rua do Oratório, 2773;03195-343;São Paulo;SP;07/12/2021;1;4;4.4;2;Gratuito;30;3;Sim
4783;Programa 5S;136;Rua do Oratório, 2774;03195-344;São Paulo;SP;07/12/2021;1;3;3.2;2;Gratuito;40;3;Sim
4784;Comércio Exterior;136;Rua do Oratório, 2775;03195-345;São Paulo;SP;07/12/2021;1;2;2.4;2;Gratuito;40;3;Sim
4785;Administração de Condomínios;136;Rua do Oratório, 2776;03195-346;São Paulo;SP;07/12/2021;1;3;3.2;2;Gratuito;35;3;Sim
4786;Noções de Logística;136;Rua do Oratório, 2777;03195-347;São Paulo;SP;07/12/2021;1;4;4.3;1;Gratuito;40;2;Sim
4787;Empreendedorismo;136;Rua do Oratório, 2778;03195-348;São Paulo;SP;07/12/2021;1;3;3.4;1;Gratuito;35;2;Sim
4788;Gestão de Projetos;136;Rua do Oratório, 2779;03195-349;São Paulo;SP;07/12/2021;1;4;4.1;2;Gratuito;40;2;Sim
4789;Administração do Tempo;136;Rua do Oratório, 2780;03195-350;São Paulo;SP;07/12/2021;1;3;3.2;1;Gratuito;35;2;Sim
4790;Administração de Vendas;136;Rua do Oratório, 2781;03195-351;São Paulo;SP;07/12/2021;1;2;2.4;2;Gratuito;35;2;Sim
4791;Adm. de Recursos Materiais e Patrimoniais;136;Rua do Oratório, 2782;03195-352;São Paulo;SP;07/12/2021;1;4;4.1;2;Gratuito;35;2;Sim
4792;Administração de RH;136;Rua do Oratório, 2783;03195-353;São Paulo;SP;07/12/2021;1;3;3.2;2;Gratuito;35;2;Sim
4793;arquivologia;136;Rua do Oratório, 2784;03195-354;São Paulo;SP;07/12/2021;1;3;3.2;2;Gratuito;40;2;Sim
4794;Técnicas de Vendas;136;Rua do Oratório, 2785;03195-355;São Paulo;SP;07/12/2021;1;2;2.4;3;Gratuito;41;2;Sim
4795;Design Gráfico;136;Rua do Oratório, 2786;03195-356;São Paulo;SP;07/12/2021;1;3;3.5;3;Gratuito;30;2;Sim
